"Source","SourceLabels","Relation","Target","TargetLabels"
"焦虑障碍","Disease","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","刺激","SymptomAndSign"
"刺激","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","情绪激动","SymptomAndSign"
"情绪激动","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","焦虑","SymptomAndSign"
"焦虑","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","激动","SymptomAndSign"
"激动","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","灼热","SymptomAndSign"
"灼热","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","敏感","SymptomAndSign"
"敏感","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","肌痉挛","SymptomAndSign"
"肌痉挛","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","抑郁","Symptom"
"抑郁","Symptom","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","胃灼热","SymptomAndSign"
"胃灼热","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","抑郁症","Disease"
"抑郁症","Disease","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","胃灼热等","SymptomAndSign"
"胃灼热等","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","胡桃夹食管","Disease"
"胡桃夹食管","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","胡桃夹食管","Disease"
"新生儿先天性膈疝","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","新生儿先天性膈疝","Disease"
"新生儿先天性膈疝","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","新生儿先天性膈疝","Disease"
"新生儿先天性膈疝","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","新生儿先天性膈疝","Disease"
"厌氧菌感染","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","厌氧菌感染","Disease"
"红细胞生成性卟啉病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","红细胞生成性卟啉病","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","发绀","SymptomAndSign"
"发绀","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","局部疼痛","SymptomAndSign"
"局部疼痛","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","气胸","Disease"
"气胸","Disease","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","疼痛和吞咽困难","SymptomAndSign"
"疼痛和吞咽困难","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","颈部皮下气肿和纵隔气肿","SymptomAndSign"
"颈部皮下气肿和纵隔气肿","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","挫伤","SymptomAndSign"
"挫伤","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","呼吸困难和发绀","SymptomAndSign"
"呼吸困难和发绀","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","感染","Disease"
"感染","Disease","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","呕血","Symptom"
"呕血","Symptom","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","穿孔","SymptomAndSign"
"穿孔","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"咽部及颈部食管闭合性损伤","Disease","symptomAndSign","唾液","SymptomAndSign"
"唾液","SymptomAndSign","symptomAndSign","咽部及颈部食管闭合性损伤","Disease"
"先天性短食管","Disease","symptomAndSign","感染","Disease"
"感染","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","出血","Disease"
"出血","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","气促","SymptomAndSign"
"气促","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","消化道出血","Symptom"
"消化道出血","Symptom","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","发热","Disease"
"发热","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","消瘦","Symptom"
"消瘦","Symptom","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","黑便","SymptomAndSign"
"黑便","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","咳嗽","Symptom"
"咳嗽","Symptom","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","糜烂","SymptomAndSign"
"糜烂","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","溃疡","Disease"
"溃疡","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","脉搏","SymptomAndSign"
"脉搏","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","呼吸道感染","Disease"
"呼吸道感染","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","肺不张","Disease"
"肺不张","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","消化道","SymptomAndSign"
"消化道","SymptomAndSign","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","先天性短食管","Disease"
"先天性短食管","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","先天性短食管","Disease"
"门静脉血栓形成","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","门静脉血栓形成","Disease"
"食管肿瘤","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","痛经","Disease"
"痛经","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","咳嗽","Symptom"
"咳嗽","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","体重减轻","Symptom"
"体重减轻","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","声音嘶哑","Symptom"
"声音嘶哑","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","肿瘤","Disease"
"肿瘤","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","腹水","Disease"
"腹水","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","呕血","Symptom"
"呕血","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","贫血","Disease"
"贫血","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","胸痛","Disease"
"胸痛","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管肿瘤","Disease"
"食管肿瘤","Disease","symptomAndSign","渗出","SymptomAndSign"
"渗出","SymptomAndSign","symptomAndSign","食管肿瘤","Disease"
"小儿爱德华兹综合征","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","小儿爱德华兹综合征","Disease"
"肝硬化性肾损害","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","肝硬化性肾损害","Disease"
"遗传性感觉神经病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","遗传性感觉神经病","Disease"
"百草枯中毒","Disease","symptomAndSign","食管黏膜糜烂溃疡","SymptomAndSign"
"食管黏膜糜烂溃疡","SymptomAndSign","symptomAndSign","百草枯中毒","Disease"
"新生儿肾静脉血栓","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","新生儿肾静脉血栓","Disease"
"塞泽里综合征","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","塞泽里综合征","Disease"
"老年人食管癌","Disease","symptomAndSign","唾液","SymptomAndSign"
"唾液","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","嗳气","Disease"
"嗳气","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","糜烂","SymptomAndSign"
"糜烂","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","消瘦","Symptom"
"消瘦","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","溃疡","Disease"
"溃疡","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","烧灼感","SymptomAndSign"
"烧灼感","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","干咳","Symptom"
"干咳","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","呃逆","Disease"
"呃逆","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","坏死","SymptomAndSign"
"坏死","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","声音嘶哑","Symptom"
"声音嘶哑","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","贫血","Disease"
"贫血","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","异物感","SymptomAndSign"
"异物感","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","刺激","SymptomAndSign"
"刺激","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","肿瘤","Disease"
"肿瘤","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","失水","Symptom"
"失水","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","腹部不适","Symptom"
"腹部不适","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","炎症","SymptomAndSign"
"炎症","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","黏膜糜烂","SymptomAndSign"
"黏膜糜烂","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","水肿","Disease"
"水肿","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","气急","Symptom"
"气急","Symptom","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","营养不良","Disease"
"营养不良","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","出血","Disease"
"出血","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","上腹部不适","SymptomAndSign"
"上腹部不适","SymptomAndSign","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","老年人食管癌","Disease"
"老年人食管癌","Disease","symptomAndSign","腹水","Disease"
"腹水","Disease","symptomAndSign","老年人食管癌","Disease"
"食管裂孔疝","Disease","symptomAndSign","疼痛等","SymptomAndSign"
"疼痛等","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","穿孔","SymptomAndSign"
"穿孔","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","耳痛","Symptom"
"耳痛","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","胃肠道症状","Symptom"
"胃肠道症状","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","灼热","SymptomAndSign"
"灼热","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","贫血","Disease"
"贫血","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","烧灼感","SymptomAndSign"
"烧灼感","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","糜烂","SymptomAndSign"
"糜烂","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","呼吸道感染","Disease"
"呼吸道感染","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","活动受限","SymptomAndSign"
"活动受限","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","恶心","Symptom"
"恶心","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","低蛋白血症","Disease"
"低蛋白血症","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","反胃","Disease"
"反胃","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","打嗝","SymptomAndSign"
"打嗝","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","喘鸣","Disease"
"喘鸣","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","上腹部不适","SymptomAndSign"
"上腹部不适","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","上呼吸道感染","Disease"
"上呼吸道感染","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","咽喉痛","Disease"
"咽喉痛","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","溃疡","Disease"
"溃疡","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","嗳气","Disease"
"嗳气","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","呕血","Symptom"
"呕血","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","肠鸣","Symptom"
"肠鸣","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","刺痛","Symptom"
"刺痛","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","咯血","Symptom"
"咯血","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","黏膜糜烂","SymptomAndSign"
"黏膜糜烂","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","颈痛","SymptomAndSign"
"颈痛","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","咳嗽","Symptom"
"咳嗽","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","哮喘","Disease"
"哮喘","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","咽痛","Symptom"
"咽痛","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","声嘶","SymptomAndSign"
"声嘶","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","溃疡病","Disease"
"溃疡病","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","胃内容物上反感","SymptomAndSign"
"胃内容物上反感","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","腹部不适","Symptom"
"腹部不适","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","进食甜食","SymptomAndSign"
"进食甜食","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","刺激","SymptomAndSign"
"刺激","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","心悸","Symptom"
"心悸","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","气短","Symptom"
"气短","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","消化道出血","Symptom"
"消化道出血","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","不适感","SymptomAndSign"
"不适感","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","坏死","SymptomAndSign"
"坏死","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","贫血貌","Symptom"
"贫血貌","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","敏感","SymptomAndSign"
"敏感","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","充血","Symptom"
"充血","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","胸闷","Symptom"
"胸闷","Symptom","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","心绞痛","Disease"
"心绞痛","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","上腹痛","SymptomAndSign"
"上腹痛","SymptomAndSign","symptomAndSign","食管裂孔疝","Disease"
"食管裂孔疝","Disease","symptomAndSign","休克","Disease"
"休克","Disease","symptomAndSign","食管裂孔疝","Disease"
"食管压迫型颈椎病","Disease","symptomAndSign","吞咽障碍","Symptom"
"吞咽障碍","Symptom","symptomAndSign","食管压迫型颈椎病","Disease"
"食管压迫型颈椎病","Disease","symptomAndSign","刺痛","Symptom"
"刺痛","Symptom","symptomAndSign","食管压迫型颈椎病","Disease"
"食管压迫型颈椎病","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管压迫型颈椎病","Disease"
"食管压迫型颈椎病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","食管压迫型颈椎病","Disease"
"前纵韧带骨化症","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","前纵韧带骨化症","Disease"
"巨细胞病毒性葡萄膜炎","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","巨细胞病毒性葡萄膜炎","Disease"
"巨细胞病毒性葡萄膜炎","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","巨细胞病毒性葡萄膜炎","Disease"
"干燥综合征","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","干燥综合征","Disease"
"原发气管支气管肿瘤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","原发气管支气管肿瘤","Disease"
"先天性食管闭锁","Disease","symptomAndSign","脱水","Disease"
"脱水","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","流涎","Disease"
"流涎","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","肺不张","Disease"
"肺不张","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","唾液不能下咽","SymptomAndSign"
"唾液不能下咽","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","窒息","Disease"
"窒息","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","消瘦","Symptom"
"消瘦","Symptom","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","发热","Disease"
"发热","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","反流入口腔","SymptomAndSign"
"反流入口腔","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","唾液","SymptomAndSign"
"唾液","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","过多","SymptomAndSign"
"过多","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","发绀","SymptomAndSign"
"发绀","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","腹胀","Disease"
"腹胀","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","出生后即流涎","SymptomAndSign"
"出生后即流涎","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","气急","Symptom"
